age,location,ethnicity,occupation,status,description,scam,age_group,country
35,"Phoenix, Arizona, United States",middle eastern,consultant,divorced,am a very easy going person.. i love life to it fullest and hoping to meet someone who understand the concept of friendship and love in a relationship,1,31-40,United States
50,"City of London, United Kingdom",mixed,engineering,single,"am kind, am from united state of America this is the right time for me to settle down with the right woman and i hope i see a better woman that is ready for me?€? all i want is a good and caring relationship from my partner and my God will surely lead me through?€?.",1,51-60,United Kingdom
44,"Miami, FL, USA",middle eastern,other,single,Easy going person who likes honesty loyalty and hate traitors.,0,41-50,United States
51,"San Diego, California, US",white,construction,widowed,"I am sweet, thoughtful, kind, and have a great sense of humor. I am very easy going and laid back. I am often told that I am very easy to talk with. I am not an angry person, and I am not interested in someone that is. Having past events shape your life is one thing, carrying the past as a burden that sits heavily upon your shoulders is not the way I view life. I am happy with myself, and my life, and I like to think it shows. I have a Beautiful Daughter. I would do best with someone that isn?€?t extremely uptight, unless of course you are willing to learn to let things go! I love to try new things, and can laugh at myself when I fail miserably. I don?€?t give up easily, and have so many things I?€?ve yet to try. Please love to laugh and have fun, what is better than laughing so hard your stomach hurts?!!!I love traveling, going on unknown adventures, and trying something I thought I never would. I?€?ll try anything once, well, but fun none the less! I take pride in my appearance, but am not high maintenance. I love a nice dinner out, but staying home, having chines food after a day spent working together on a completely dirty, yet fulfilling project, can be so much fun with the right person?€?Being honest and open is very important to me and I expect my match to feel the same way. I am not a game player, and I don?€?t have any interest in dating one. I do however, make exceptions for board game lovers?€?.I am very creative and artistic. I love working on my house and digging in my gardens, I have no problem getting dirt under my nails. I believe in a best friend to spend my life with, and if it takes awhile and I meet new friends along the way, that?€?s a good thing too. Please have an adventurous silly side, although I can be very sophisticated when necessary, life isn?€?t as much fun if you subdue your inner child all the time
I?€?m a straight and easy going person with a kind and gentle heart full of love..I love to travel and would love a partner to travel with me. I have been a workaholic in that past but last year I had a change of attitude and decided to live life now. I might live to be a 100 years old or my time could end tomorrow. Rather than wait and miss life I want to take advantage while I have the opportunity in front of me.
My friends/coworkers will tell you that I am a shy person. I can be picky but I really believe that love is out of our control. I cannot create a spark or stop a spark. There is either a connection or not. I have met people online or via telephone conversations and they seem great but when we meet there is no chemistry or connection. It is not all about looks especially as we get older but none-the-less there has to be a physical attraction. A personality can make someone cuter or uglier as you get to know them..Profiles help but lack personal interaction and feedback.that can only come through emails if people are honest and the the true test comes at eventual Trusting each other Long profiles are boring and we are too busy to read long drawn out introductions so I will shut up. If you want me to keep talking then send me an email and I will respond even if it is a Thanks, but no thanks.",1,51-60,United States
68,Poland,white,other,widowed,"i?€?m simple person easy going like to meet people that is honest people that frea God people that is ready to be something in life that is the kindly of person i?€?m, i like sport i like cooking and i like reading my books like novels business book and others etc",1,61-70,Poland
36,"Santa Tecla, El Salvador",hispanic,self-employed,single,I am a fun person looking for a girl who has my interests and tastes,0,31-40,El Salvador
34,"Chignik, Alaska or Dallas, Texas United States",white,engineering,divorced,"am looking for someone who is caring,loving,kind,truthful and loyal",1,31-40,Texas United States
57,"26789 Leer, Germany",white,other,single,Searching for my soulmate,0,51-60,Germany
36,"Houston, Texas, United States",white,other,single,I am very intelligent and smart woman! I like keeping myself in good shape and look amazing anytime. I am very creative person and I like to pay attention to my self-development and make my inner world rich and interesting for people to communicate with me. I am very easy-going person. I am very positive person and you will have a chance to see it.,1,31-40,United States
52,"Jackson, California, United States",white,military,divorced,"m a friendly, easy going, not pretentious or materalistic, just a realist, not out to impress just be myself, an ordinary guy who loves kids. and animals (enjoy my walks along frankston foreshore with my king charles pup), I enjoy intelligent conversation over a coffee or wine, enjoy a good laugh, communicating with people and am the first to put my hand up if someone needs help hence my volunteering for the homeless. I love taking off for the day/weekend (anywhere in victoria) going to the city to visit museums, art galleries, I like being out in nature, exploring historic, natural wonders or spending time at country markets, footy, soccer, eating out for dinner (any crusine) with a nice bottle of wine. I love seeing a good movie (drama,action to chick flicks).I enjoy cooking, relaxing in the garden and listening to music (anything in between opera and that head banging crap). I enjoy going out with friends or just staying home listening to music, watching a dvd or just chillin out.",1,51-60,United States
