gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent
male,44 y.o.,"Pereira, Risaralda, Colombia",single,conrado1979,hispanic,contratista,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
female,52 y.o.,"Maracaibo, Zulia, Venezuela",single,miradademujer48,hispanic,mecanica dental,separada ytengo hijos me gusta compsrtir y disfrutar en pareja,from 40 to 65,1-2 living with me,Straight,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage"
female,44 y.o.,"Barcelona, España",divorced,Adaa,white,-,-,from 19 to 86,want children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,46 y.o.,"Asunción, Paraguay",single,HDGA41,hispanic,Escritor,"Soy muy atento, amable, comunicativo, hogareño, sencillo y cariñoso.",from 19 to 49,more than 2 living elsewhere,Straight,Christian,social smoker,never,Marriage
male,45 y.o.,"Carolina, Puerto Rico",single,Isaac2000,white,business owner,-,from 30 to 34,want children,Straight,Christian,non-smoker,social drinker,Marriage
male,37 y.o.,"Ciudad de México, CDMX, México",in relationship,Luciusmalfo4,hispanic,Independiente,-,from 19 to 86,want children,Straight,Other,social smoker,social drinker,"Friendship, Serious Relationship"
female,38 y.o.,"Santa Marta, Magdalena, Colombia",single,Myle8405,hispanic,Enfermera,"Emprendedora guerrera.luchadora, de los derechos ayudar al prójimo, m encanta la culinaria tareas de hogar..la belleza esta adentro no por fuera",from 37 to 55,no children,Straight,Christian,non-smoker,occasional drinker,Friendship
female,40 y.o.,"Santa Cruz de la Sierra, Bolivia",single,dusmila,hispanic,chef cocinera,-,from 35 to 60,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,Serious Relationship
female,34 y.o.,"Lima, Perú",single,claudiaCA,hispanic,-,-,from 30 to 55,no children,Straight,Spiritual,social smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,34 y.o.,"Hermosillo, Son., México",single,Jose90,white,Gerente,-,from 19 to 35,no children,Bisexual,Other,non-smoker,never,Romance
female,32 y.o.,"Maracay, Aragua, Venezuela",single,alexandra02,hispanic,estilista,-,from 31 to 56,1-2 living with me,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,30 y.o.,"Manhattan, KS, USA",single,ngnxw3,white,Student,-,from 19 to 40,want children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,49 y.o.,"Gauteng, South Africa",widowed,xoxo,white,-,-,from 45 to 54,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,48 y.o.,"Tucson, AZ, USA",single,Wen360,black,Manager,-,from 19 to 35,no children,Straight,Atheist,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage"
male,57 y.o.,"Rancho Cucamonga, CA, USA",divorced,chuckeemo,black,building inspector,-,from 45 to 50,1-2 living with me,Straight,Spiritual,non-smoker,occasional drinker,"Fun, Friendship, Romance"
male,40 y.o.,"Quito, Ecuador",separated,Joseange,hispanic,Hago de todo un poco,Soy un hombre serio me gusta que me hablen con la verdad me gusta la playa salir a pasear cine...,from 25 to 45,more than 2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship"
male,49 y.o.,"San Pedro Sula, Honduras",divorced,walterflores1919,hispanic,tecnico Electricista y Mecanico,"formal, atletico, 1.82 m 190 libras principios y valores",from 35 to 45,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship
male,72 y.o.,"Podgorica, Montenegro",divorced,dumon,white,-,-,from 45 to 52,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Romance, Serious Relationship, Marriage"
female,29 y.o.,"New York, NY, USA",single,Karina25,hispanic,-,"Persoa seria, esparar conocer a un hombre temeroso De Dios",from 28 to 40,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
female,52 y.o.,"Comunidad de Madrid, Madrid, España",separated,Yemi,hispanic,-,-,from 44 to 75,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship
male,33 y.o.,"New York, NY, USA",single,fernandocanon1991,hispanic,-,i am a cool men who do dancing singing drawing some art and for fun i love to play video games going out with my family and friends and watching movies and tv show broadway musical video and for sport i do martial arts basketball and soccer,from 28 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship
female,28 y.o.,"Lima, Perú",single,Marilyn99,hispanic,Estudiante,-,from 19 to 35,no children,Straight,Christian,non-smoker,occasional drinker,Friendship
male,56 y.o.,"Camoapa, Nicaragua",separated,camoapa,hispanic,-,"respetuoso, cariñoso, trabajador, me gustaria encontrar una mujer rubia, romantica, sin vicios adictivos",from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,32 y.o.,"Garin, Buenos Aires, Argentina",single,Jhonny50,white,Comerciante,-,from 19 to 86,want children,Straight,Other,social smoker,social drinker,Serious Relationship
female,32 y.o.,"Panama City, Panama",single,Mailym,hispanic,Relacionista Público,-,from 28 to 40,1-2 living with me,Straight,Spiritual,non-smoker,occasional drinker,"Friendship, Romance"
female,60 y.o.,"Fremont, NC 27830, USA",single,Rbaker1963,white,Customer service,-,from 55 to 65,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship"
female,28 y.o.,"Guayaquil, Ecuador",single,Emiykarolita,mixed,-,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Romance"
male,32 y.o.,"Cali, Valle del Cauca, Colombia",single,Jhonatanruiz,white,-,Tengo 28 años soy descomplicado me encanta el ambiente reir salir soy alto ojos azules y me gustaria conocer una buena amistad o algo mas que una amistad,from 26 to 45,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance"
female,60 y.o.,"Ibarra, Ecuador",divorced,RANIA63,hispanic,doctora,"comunicativa,solidaria,leal,",from 52 to 86,1-2 living elsewhere,Straight,Other,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,67 y.o.,"Alloa, UK",divorced,inoidea,white,Joiner,-,from 50 to 65,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Friendship
female,53 y.o.,"252 43 Průhonice, Czechia",divorced,Almy,asian,Freelancer,-,from 44 to 60,no children,Bisexual,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
male,34 y.o.,"Vidin, Bulgaria",single,Lachezar,white,economist,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,52 y.o.,"Fort Oglethorpe, GA, USA",single,Kitkat2252,white,Lead Packer,-,from 28 to 45,no children,Bisexual,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,44 y.o.,"Lambayeque, Perú",single,topo39,white,topografo,Interesado en poder tener amistades y ver que puede pasar.,from 19 to 50,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
female,50 y.o.,"Mexico City, CDMX, Mexico",single,Adrianita,hispanic,De casa,-,from 40 to 50,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,36 y.o.,"Loreto, B.C.S., México",single,Arni,hispanic,Seguridad,Encontré un lugar increíble y me encantaría poder compartir mi vida definitivamente con quien pueda pasar sus días en armonía,from 19 to 52,no children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage"
male,39 y.o.,"Ciudad de México, CDMX, México",single,Enriquekike,hispanic,-,-,from 19 to 50,no children,Straight,Christian,social smoker,social drinker,"Serious Relationship, Marriage"
male,32 y.o.,"Beirut, Lebanon",single,Imadk116,white,BA in management information system,-,from 19 to 28,no children,Straight,Christian,light smoker,social drinker,Serious Relationship
male,45 y.o.,"Santa Cruz de la Sierra, Bolivia",single,Llbo1,white,Comerciante,-,from 19 to 42,more than 2 living elsewhere,Straight,Christian,non-smoker,never,Friendship
male,38 y.o.,"Winnfield, LA 71483, USA",single,MatthewZ,white,-,-,from 27 to 42,no children,Straight,Other,social smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,34 y.o.,"San Pedro Sula, Honduras",single,Jereff,hispanic,Estudiante,-,from 23 to 39,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship
male,55 y.o.,"Castellón de la Plana, Castellón, España",divorced,Josechu,white,Comercial,Me gusta viajar reír cenar unas cositas y .... lo que surja,from 35 to 50,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,33 y.o.,"Lima, Perú",single,Cucho,hispanic,Operador Reparto,"Carismatico, sincero, respetuoso, alegre, divertido, buen sentido de humor, trabajador y real.",from 21 to 50,no children,Straight,Other,non-smoker,occasional drinker,Friendship
male,56 y.o.,"Barcelona, España",divorced,Victor1967,white,-,-,from 25 to 55,more than 2 living elsewhere,Straight,Atheist,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,37 y.o.,"Caracas, Distrito Capital, Venezuela",single,Javiercrcr,white,Comerciante,-,from 19 to 30,no children,Straight,Other,non-smoker,social drinker,Fun
male,36 y.o.,"Atlanta, GA, USA",single,Datboilondon,white,Sales,-,from 19 to 35,want children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance"
male,38 y.o.,"Albuquerque, NM, USA",single,Symadon,white,Business Administrator,-,from 19 to 40,no children,Bisexual,Christian,social smoker,never,"Fun, Romance, Serious Relationship"
male,37 y.o.,"Rego Park, Queens, NY, EE. UU.",separated,Delgado,hispanic,Restoration EXO Ind,Agradable social lleno de energía y vigor amante del deporte y la playa buscando relación seria,from 25 to 33,want children,Straight,Christian,non-smoker,never,Romance
male,41 y.o.,"Empangeni, South Africa",single,Awake,black,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,social smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,45 y.o.,"45600 Talavera de la Reina, Toledo, España",divorced,Leo1978,white,Empresaria,-,from 36 to 45,1-2 living with me,Straight,Christian,non-smoker,never,Marriage
female,57 y.o.,"Virginia Beach, VA, USA",divorced,Melissa757,white,General Manager,-,from 42 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
male,63 y.o.,"Lima, Perú",divorced,Magup369,hispanic,Independiente,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,30 y.o.,"Gaziantep, Turkey",single,NoyaN93,mixed,Lieutenant,-,from 27 to 55,no children,Straight,Atheist,light smoker,occasional drinker,"Friendship, Serious Relationship"
male,29 y.o.,"Barranquilla, Atlántico, Colombia",married,Anthonomo,hispanic,-,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Friendship
male,41 y.o.,"Needham, MA, USA",single,alexander83,hispanic,carpintero,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,56 y.o.,"Providence, RI, USA",single,Yarilut,white,-,-,from 48 to 70,more than 2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship
male,33 y.o.,"Riohacha, La Guajira, Colombia",single,javier30,hispanic,logistico,soy moreno altura de 1.65 social me gusta charlar ver tv realizar algo de deporte,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Friendship, Serious Relationship"
male,34 y.o.,"Quito, Ecuador",single,ANDRES2912,mixed,trabajador en gm obb,"soy honesto ,megusta el deporte y hacer cosas con la chica que se quede a mi lado...",from 19 to 35,no children,Straight,Christian,non-smoker,social drinker,Marriage
female,36 y.o.,"Cebu City, Cebu, Philippines",single,cheerful,asian,Self Employee,"Mature woman, Hard working , family oriented.",from 31 to 55,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
female,27 y.o.,"San Mateo, Rizal, Philippines",single,Gelyn,asian,-,"I'm shy at first meeting but later a talkative one. Loves to sing and dance. Likes to watch movie, drama and anime. Knows a little bit how to cook and bake.",from 25 to 33,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Serious Relationship"
female,65 y.o.,"Frankfurt, Germany",divorced,Dany58,white,-,-,from 59 to 62,don't want children,Straight,Christian,social smoker,occasional drinker,Serious Relationship
male,35 y.o.,"Dallas, Texas, EE. UU.",single,Maquina69defuego,hispanic,-,-,from 19 to 86,don't want children,Straight,Atheist,non-smoker,never,Fun
female,32 y.o.,"Guayaquil, Ecuador",single,Ele_1007,mixed,Médico,-,from 25 to 35,want children,Straight,Atheist,non-smoker,social drinker,Romance
female,29 y.o.,"Torreón, Coahuila, Mexico",single,Xiomara2407,hispanic,Gerente de ventas,-,from 24 to 35,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,54 y.o.,"Santa Cruz de la Sierra, Bolivia",divorced,Ivanoa,white,Financier,-,from 28 to 42,don't want children,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,52 y.o.,"Toronto, ON, Canada",single,canada,hispanic,chofer de tren,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,53 y.o.,"Bogotá, Colombia",single,Fhanor,hispanic,Ingeniero en Sistemas,"Soy soltero, no estoy comprometido y nunca he estado casado, no tengo hijos. Mi profesión es Ingeniero en Sistemas. Vivo en Bogotá D.C. Colombia Sur America",from 35 to 45,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,34 y.o.,"Compton, CA, USA",single,Gorak,hispanic,-,-,from 19 to 86,want children,Straight,Other,non-smoker,never,Serious Relationship
female,59 y.o.,"Winter Garden, FL 34787, USA",divorced,sherry0130,white,Medical Coder,-,from 50 to 62,1-2 living with me,Straight,Other,non-smoker,social drinker,Serious Relationship
female,53 y.o.,"Havana, Cuba",divorced,Maria1971,white,Oficial Aduana,-,from 50 to 65,1-2 living with me,Straight,Atheist,light smoker,never,Serious Relationship
male,40 y.o.,"Fulda, Germany",single,YordanRoque83,hispanic,Control de Calidad,-,from 25 to 43,no children,Straight,Christian,social smoker,never,"Serious Relationship, Marriage"
male,39 y.o.,"San Miguel de Tucumán, Tucumán, Argentina",single,Facu,hispanic,Agente de transporte aduanero,-,from 19 to 86,no children,Straight,Christian,social smoker,social drinker,Friendship
female,38 y.o.,"Tacoma, WA, USA",in relationship,Kali85,mixed,-,-,from 34 to 44,more than 2 living elsewhere,Straight,Other,light smoker,social drinker,"Fun, Friendship"
male,33 y.o.,"San German, San Germán 00683, Puerto Rico",single,charliePR,hispanic,artista,-,from 19 to 86,no children,Straight,Spiritual,social smoker,social drinker,Fun
