age,location,ethnicity,occupation,status,description,scam,age_group,country
50,"45560 Oropesa, Toledo, España",white,retired,single,HELLO MY LOVE EVERY NIGHT I DREAM ABOUT YOU MAKING UNFORGETTABLE TRIPS I AM LOOKING FORWARD TO MEETING YOU AND MAKING YOU VERY HAPPY I THINK WE BOTH WILL BE VERY HAPPY TOGETHER WHEN I REMEMBER MY DREAM AND I THINK WE WILL BOTH BE VERY TOGETHER ALL LIFE SURROUNDED BY NICHES THAT YOU WILL MAKE ME VERY HAPPY IT IS A TRUE HONOR THAT WE BOTH ARE SO HAPPY TODAY I HAVE DREAMED ABOUT A TRIP TO CUBA WITH YOU I THINK WE WILL BOTH BE VERY HAPPY WITH EACH OTHER I HAVE ALREADY BEEN AND I REALLY LIKED IT WITH A COMPANY I PAY IT ALL TO ME NOW I WANT TO PAY IT I LOVE YOU AND I WANT TO SHOW IT TO YOU MY LOVE I SEND YOU HUGS AND KISSES FERNANDO,0,51-60,España
32,"Frank furt, Germany",white,self-employed,single,"i will like to introduce little about myself.
my name is jennefer and i am an american by birth,but i presently live and work here in frank furt,am a very simple person with a lot of love and i love the sense of humor i am single with no kid.",1,31-40,Germany
43,"Guadalajara, Jal., México",white,legal,single,"FRIENDLY, CHEERFUL, FORMAL, ENTHUSIASTIC, ORDERED, CLEAN",0,41-50,México
37,"La Habana, Cuba",hispanic,other,single,I like intelligent conversations.,0,31-40,Cuba
64,"Dallas, Texas, United States",white,engineering,widowed,"I am a baptist Christian. My dear, for my personal traits, I am Serious, Kind, Confident, Smart, Responsible, Honest, Calm, Flexible, Elegant, Communicative, Sensitive, Gentle, Cheerful, Optimistic and Romantic and a man that so much Believe in God and God fearing man…
I’m an easy-going, optimistic, Am is comfortable with who I am, possessed of a sharp wit and a wry sense of humor. I can be outspoken on some subjects but can appreciate other’s opinions. I’m firmly in touch with my creative and artistic self and have forged careers in creative fields. I’m as handy around the house as I am in the kitchen and have completed some ambitious remodeling projects as well as successful parties and dinners (which some people still talk about). I enjoy the outdoors, jogging, I like dining out (especially candle light dinners) and sunsets on the beach. I love a good talk, a long walk and a star filled tropical night. I like to travel, I am honest, intelligent , easy going and with a good sense of humor. I??m here to meet just one great woman who wants just one great man..
I’m seeking a woman (open, kind, serious, confident, cheerful, responsible) who is ready for marriage. I was raised with a strike Christian background and taught from a young age to always respect myself and other people.I still maintains this value wherever I goes.The inner beauty is more important for me than the beauty of appearance.",1,61-70,United States
51,"Jacksonville, Florida, United States",Middle Eastern,construction,widowed,"Am a man of my word and i was born in christain home.I Like swimming and hanging out at the beach and also reading novels..I am a Romantic, very optimistic, fun, loving, calm, understanding, very affectionate, a strong shoulder to support my partner.",1,51-60,United States
40,"Dallas, Texas, United States",middle eastern,other,single,"i am an easy going person and i am honest and trustworthy, and i also go for swimming in my leisure time",1,41-50,United States
50,"Cambridge, Ohio, United States",native american,military,widowed,"I think I am an open person, honest, if I think something I say it. I never do something behind a person’s back, for me it is important. I am calm, lovely, I like love and to be loved, and communication.I enjoy so many things like aerobics, hiking, skiing, walking, candlelit dinners, gardening, reading, psychology, travelling, movies, theatres and concerts, restaurants, art galleries and exhibitions. I like to experience new things but also like to spend time with my family, play with my pet and decorate house.",1,51-60,United States
54,"Poznań, Poland",hispanic,transport,divorced,"I am serious, not bitter serious.
Optimistic, positive, very creative
I don't want to offend anyone but I don't send money or help to anyone. Thank you",0,51-60,Poland
33,"Budapest, Hungary",white,medical,single,I really like to travel and meet new people,0,31-40,Hungary
47,"Cd Juárez, Chih., México",hispanic,other,single,"I am happy all day, I like to watch movies and series, I also like to visit other cities and read",0,41-50,México
37,"Ronkonkoma, NY, USA",white,carer,single,I am very loving caring honest and down to earth love the beach and walks on the beach love to listen to music pretty much anything,0,31-40,USA
41,"Dallas, Texas, United States",white,military,divorced,"Am a faithful man, i love my love to be faithful to me. Tell u more if u wish to",1,41-50,United States
29,"Monterrey, N.L., México",white,technology,single,"I like meeting people and going to different places.
I am looking for a wealthy or wealthy woman to have a serious relationship with.",0,21-30,México
51,"Baltimore, Maryand, United States",white,engineering,widowed,I’m looking for a good friendship that will lead in to a serious relationship.I believe that any successful relationship start’s with a good friendship.I would like to meet that wonderful woman who to spend the rest of my life with.Please note that I’m not here for one night stand or games.,1,51-60,United States
43,"Trujillo, Honduras",hispanic,legal,single,"It is difficult to define yourself, but I consider myself a person who likes to listen, be very communicative, tolerant... the rest is a surprise for the better.",0,41-50,Honduras
50,"Louisville, Tennessee, or New Orleans, United States",white,self-employed,widowed,"Am God fearing man hard working,responsible,am talented and i love truth. i have a lovely daughter who is caring and trouble some i love being around her,she love going to church and she love helping others.",1,51-60,United States
39,"Indianapolis, IN, USA",white,other,single,Shy at first but loosen up quick,0,31-40,USA
41,"Virginia, United States",white,contractor,divorced,am single man am here searching for honest and respectful women …i want to share my time with some one who is caring and understanding what the dating online is all about,1,41-50,United States
50,"Miami, or Seminole, Florida, United States",white,other,widowed,"I am open-minded, very health-conscious, cheerful, I am down-to-earth, loving, very respectful, and know how to treat a woman",1,51-60,United States
30,"Guantánamo, Cuba",hispanic,other,single,"I am a Latina looking for a second chance. I like dancing, music, cooking and, above all, spending time with my family.",0,31-40,Cuba
46,"London, United Kingdom",white,engineering,divorced,"easy to be with, honest and most of all, caring and romantic. Get to know me more as we communicate.",1,41-50,United Kingdom
55,"Zurich, Switzerland",white,engineering,single,"Am Malta, am here in search of a soul mate,Am from Switzerland, was born in Florida, am caring, honest,hardworking",1,51-60,Switzerland
32,"Ashdown, AR 71822, USA",white,other,single,I'm jordan johnson and I'm autistic and have anxiety. I live with my parents. And I also love going bowling,0,31-40,USA
